mnth,hr,weekday,workingday,atemp,hum,is_weekend_leisure
3,22,6,0,0.4394,1.0,0
3,23,6,0,0.4394,0.94,0
3,0,0,0,0.4394,0.94,0
3,1,0,0,0.4242,1.0,0
3,2,0,0,0.4242,1.0,0
3,3,0,0,0.4242,0.94,0
3,4,0,0,0.4242,0.94,0
3,5,0,0,0.4091,1.0,0
3,6,0,0,0.4091,1.0,0
3,7,0,0,0.4091,0.94,0
3,8,0,0,0.4091,0.94,0
3,9,0,0,0.4091,0.94,0
3,10,0,0,0.4091,0.87,1
3,11,0,0,0.4091,0.94,1
3,12,0,0,0.4091,0.94,1
3,13,0,0,0.4242,0.88,1
3,14,0,0,0.4394,0.88,1
3,15,0,0,0.4394,0.88,1
3,16,0,0,0.4697,0.77,1
3,17,0,0,0.4848,0.72,0
3,18,0,0,0.4848,0.72,0
3,19,0,0,0.4848,0.72,0
3,20,0,0,0.4697,0.77,0
3,21,0,0,0.4697,0.77,0
3,22,0,0,0.4545,0.82,0
3,23,0,0,0.4697,0.82,0
3,0,1,1,0.4697,0.82,0
3,1,1,1,0.4697,0.82,0
3,2,1,1,0.4545,0.88,0
3,3,1,1,0.4545,0.82,0
3,4,1,1,0.4394,0.82,0
3,5,1,1,0.4394,0.77,0
3,6,1,1,0.4242,0.82,0
3,7,1,1,0.4394,0.72,0
3,8,1,1,0.4394,0.62,0
3,9,1,1,0.4545,0.47,0
3,10,1,1,0.4848,0.36,0
3,11,1,1,0.4697,0.31,0
3,12,1,1,0.4697,0.33,0
3,13,1,1,0.4697,0.29,0
3,14,1,1,0.4697,0.33,0
3,15,1,1,0.4697,0.29,0
3,16,1,1,0.4697,0.25,0
3,17,1,1,0.4545,0.24,0
3,18,1,1,0.4394,0.26,0
3,19,1,1,0.4242,0.24,0
3,20,1,1,0.4091,0.26,0
3,21,1,1,0.3939,0.25,0
3,22,1,1,0.3333,0.25,0
3,23,1,1,0.2879,0.25,0
3,0,2,1,0.2879,0.26,0
3,1,2,1,0.2727,0.26,0
3,2,2,1,0.2273,0.3,0
3,3,2,1,0.2273,0.3,0
3,4,2,1,0.2121,0.32,0
3,5,2,1,0.2121,0.37,0
3,6,2,1,0.2273,0.37,0
3,7,2,1,0.2273,0.37,0
3,8,2,1,0.2121,0.37,0
3,9,2,1,0.2273,0.38,0
3,10,2,1,0.2576,0.35,0
3,11,2,1,0.303,0.31,0
3,12,2,1,0.3182,0.31,0
3,13,2,1,0.3485,0.27,0
3,14,2,1,0.4091,0.24,0
3,15,2,1,0.4242,0.2,0
3,16,2,1,0.4242,0.2,0
3,17,2,1,0.4394,0.16,0
3,18,2,1,0.4242,0.17,0
3,19,2,1,0.4242,0.17,0
3,20,2,1,0.4242,0.17,0
3,21,2,1,0.3485,0.37,0
3,22,2,1,0.3485,0.37,0
3,23,2,1,0.3485,0.37,0
3,0,3,1,0.3333,0.4,0
3,1,3,1,0.3333,0.46,0
3,2,3,1,0.303,0.49,0
3,3,3,1,0.303,0.42,0
3,4,3,1,0.3333,0.43,0
3,5,3,1,0.3333,0.43,0
3,6,3,1,0.3333,0.46,0
3,7,3,1,0.3333,0.46,0
3,8,3,1,0.3939,0.46,0
3,9,3,1,0.4091,0.43,0
3,10,3,1,0.4545,0.41,0
3,11,3,1,0.4848,0.42,0
3,12,3,1,0.5152,0.39,0
3,13,3,1,0.5303,0.43,0
3,14,3,1,0.6212,0.38,0
3,15,3,1,0.6212,0.41,0
3,16,3,1,0.6212,0.43,0
3,17,3,1,0.6061,0.6,0
3,18,3,1,0.6061,0.6,0
3,19,3,1,0.6212,0.56,0
3,20,3,1,0.6212,0.56,0
3,21,3,1,0.5455,0.6,0
3,22,3,1,0.5303,0.64,0
3,23,3,1,0.5152,0.68,0
3,0,4,1,0.5152,0.68,0
3,1,4,1,0.5303,0.6,0
3,2,4,1,0.6061,0.28,0
3,3,4,1,0.5455,0.28,0
3,4,4,1,0.5,0.36,0
3,5,4,1,0.4848,0.45,0
3,6,4,1,0.4545,0.59,0
3,7,4,1,0.4545,0.51,0
3,8,4,1,0.4545,0.47,0
3,9,4,1,0.4697,0.48,0
3,10,4,1,0.4545,0.47,0
3,11,4,1,0.4848,0.45,0
3,12,4,1,0.4848,0.42,0
3,13,4,1,0.4545,0.44,0
3,14,4,1,0.4848,0.42,0
3,15,4,1,0.5,0.39,0
3,16,4,1,0.5,0.36,0
3,17,4,1,0.5,0.38,0
3,18,4,1,0.4848,0.39,0
3,19,4,1,0.4697,0.39,0
3,20,4,1,0.4545,0.38,0
3,21,4,1,0.4394,0.44,0
3,22,4,1,0.4242,0.44,0
3,23,4,1,0.4242,0.47,0
3,0,5,1,0.4091,0.47,0
3,1,5,1,0.3939,0.5,0
3,2,5,1,0.3333,0.53,0
3,3,5,1,0.3333,0.61,0
3,4,5,1,0.3485,0.53,0
3,5,5,1,0.3333,0.61,0
3,6,5,1,0.3333,0.57,0
3,7,5,1,0.3182,0.57,0
3,8,5,1,0.3182,0.66,0
3,9,5,1,0.3333,0.57,0
3,10,5,1,0.3636,0.57,0
3,11,5,1,0.3788,0.53,0
3,12,5,1,0.3939,0.54,0
3,13,5,1,0.4091,0.5,0
3,14,5,1,0.4091,0.54,0
3,15,5,1,0.4242,0.54,0
3,16,5,1,0.4091,0.62,0
3,17,5,1,0.4091,0.62,0
3,18,5,1,0.4242,0.54,0
3,19,5,1,0.4091,0.62,0
3,20,5,1,0.4091,0.62,0
3,21,5,1,0.3939,0.66,0
3,22,5,1,0.3485,0.71,0
3,23,5,1,0.3788,0.71,0
3,0,6,0,0.3939,0.82,0
3,1,6,0,0.4091,0.76,0
3,2,6,0,0.4242,0.77,0
3,3,6,0,0.4091,0.82,0
3,4,6,0,0.4242,0.77,0
3,5,6,0,0.4091,0.82,0
3,6,6,0,0.3485,0.87,0
3,7,6,0,0.3485,0.87,0
3,8,6,0,0.3485,0.87,0
3,9,6,0,0.4091,0.76,0
3,10,6,0,0.4091,0.76,1
3,11,6,0,0.4545,0.72,1
3,12,6,0,0.4697,0.67,1
3,13,6,0,0.5152,0.6,1
3,14,6,0,0.4848,0.63,1
3,15,6,0,0.5,0.59,1
3,16,6,0,0.4848,0.63,1
3,17,6,0,0.4697,0.67,0
3,18,6,0,0.4394,0.72,0
3,19,6,0,0.4242,0.71,0
3,20,6,0,0.4091,0.71,0
3,21,6,0,0.4091,0.71,0
3,22,6,0,0.3939,0.71,0
3,23,6,0,0.3333,0.76,0
4,0,0,0,0.3333,0.76,0
4,1,0,0,0.3485,0.76,0
4,2,0,0,0.3485,0.76,0
4,3,0,0,0.3333,0.81,0
4,4,0,0,0.3485,0.81,0
4,5,0,0,0.3485,0.81,0
4,6,0,0,0.3485,0.76,0
4,7,0,0,0.3485,0.71,0
4,8,0,0,0.3636,0.76,0
4,9,0,0,0.3485,0.81,0
4,10,0,0,0.4091,0.71,1
4,11,0,0,0.4091,0.71,1
4,12,0,0,0.4242,0.67,1
4,13,0,0,0.4394,0.62,1
4,14,0,0,0.4697,0.55,1
4,15,0,0,0.4848,0.55,1
4,16,0,0,0.5,0.52,1
4,17,0,0,0.5,0.55,0
4,18,0,0,0.5,0.52,0
4,19,0,0,0.5,0.55,0
4,20,0,0,0.4848,0.59,0
4,21,0,0,0.4848,0.59,0
4,22,0,0,0.4848,0.63,0
4,23,0,0,0.4545,0.72,0
4,0,1,1,0.4394,0.82,0
4,1,1,1,0.4242,0.88,0
4,2,1,1,0.4394,0.94,0
4,4,1,1,0.4091,0.76,0
4,5,1,1,0.4091,0.76,0
4,6,1,1,0.3182,0.71,0
4,7,1,1,0.303,0.66,0
4,8,1,1,0.3333,0.57,0
4,9,1,1,0.3939,0.54,0
4,10,1,1,0.4091,0.5,0
4,11,1,1,0.4242,0.47,0
4,12,1,1,0.4394,0.44,0
4,13,1,1,0.4545,0.36,0
4,14,1,1,0.4545,0.31,0
4,15,1,1,0.4697,0.33,0
4,16,1,1,0.4848,0.34,0
4,17,1,1,0.4848,0.29,0
4,18,1,1,0.4848,0.27,0
4,19,1,1,0.4848,0.27,0
4,20,1,1,0.4545,0.31,0
4,21,1,1,0.4545,0.28,0
4,22,1,1,0.4242,0.44,0
4,23,1,1,0.4394,0.35,0
4,0,2,1,0.4091,0.43,0
4,1,2,1,0.3939,0.46,0
4,2,2,1,0.3485,0.53,0
4,3,2,1,0.3939,0.46,0
4,4,2,1,0.3333,0.66,0
4,5,2,1,0.3333,0.66,0
4,6,2,1,0.3182,0.61,0
4,7,2,1,0.3333,0.66,0
4,8,2,1,0.3636,0.57,0
4,9,2,1,0.4242,0.38,0
4,10,2,1,0.4394,0.33,0
4,11,2,1,0.4697,0.23,0
4,12,2,1,0.5,0.25,0
4,13,2,1,0.5303,0.19,0
4,14,2,1,0.5303,0.21,0
4,15,2,1,0.5909,0.2,0
4,16,2,1,0.6061,0.21,0
4,17,2,1,0.6061,0.17,0
4,18,2,1,0.6061,0.26,0
4,19,2,1,0.5303,0.26,0
4,20,2,1,0.5303,0.24,0
4,21,2,1,0.5152,0.45,0
4,22,2,1,0.4848,0.51,0
4,23,2,1,0.4848,0.59,0
4,0,3,1,0.4697,0.48,0
4,1,3,1,0.4545,0.59,0
4,2,3,1,0.4545,0.51,0
4,3,3,1,0.4394,0.58,0
4,4,3,1,0.4242,0.67,0
4,5,3,1,0.4242,0.67,0
4,6,3,1,0.4242,0.58,0
4,7,3,1,0.4394,0.62,0
4,8,3,1,0.4394,0.72,0
4,9,3,1,0.4697,0.55,0
4,10,3,1,0.5152,0.45,0
4,11,3,1,0.6212,0.43,0
4,12,3,1,0.6212,0.46,0
4,13,3,1,0.6212,0.46,0
4,14,3,1,0.6212,0.46,0
4,15,3,1,0.6212,0.44,0
4,16,3,1,0.6212,0.44,0
4,17,3,1,0.6212,0.41,0
4,18,3,1,0.6212,0.41,0
4,19,3,1,0.6212,0.39,0
4,20,3,1,0.6212,0.27,0
4,21,3,1,0.6061,0.23,0
4,22,3,1,0.5303,0.22,0
4,23,3,1,0.5,0.23,0
4,0,4,1,0.5,0.23,0
4,1,4,1,0.4697,0.27,0
4,2,4,1,0.4545,0.33,0
4,3,4,1,0.4242,0.41,0
4,4,4,1,0.3939,0.43,0
4,5,4,1,0.3939,0.43,0
4,6,4,1,0.3333,0.46,0
4,7,4,1,0.3333,0.49,0
4,8,4,1,0.3485,0.46,0
4,9,4,1,0.4091,0.37,0
4,10,4,1,0.4242,0.35,0
4,11,4,1,0.4242,0.38,0
4,12,4,1,0.4394,0.33,0
4,13,4,1,0.4545,0.31,0
4,14,4,1,0.4545,0.33,0
4,15,4,1,0.4848,0.31,0
4,16,4,1,0.4848,0.31,0
4,17,4,1,0.4848,0.31,0
4,18,4,1,0.4848,0.31,0
4,19,4,1,0.4697,0.31,0
4,20,4,1,0.4394,0.41,0
4,21,4,1,0.4242,0.47,0
4,22,4,1,0.4091,0.47,0
4,23,4,1,0.4091,0.5,0
4,0,5,1,0.4091,0.43,0
4,1,5,1,0.3485,0.62,0
4,2,5,1,0.3333,0.5,0
4,3,5,1,0.303,0.53,0
4,4,5,1,0.3182,0.49,0
4,5,5,1,0.303,0.53,0
4,6,5,1,0.2727,0.49,0
4,7,5,1,0.2879,0.49,0
4,8,5,1,0.2727,0.49,0
4,9,5,1,0.303,0.42,0
4,10,5,1,0.3333,0.4,0
4,11,5,1,0.4091,0.37,0
4,12,5,1,0.4242,0.35,0
4,13,5,1,0.4394,0.33,0
4,14,5,1,0.4697,0.29,0
4,15,5,1,0.4848,0.27,0
4,16,5,1,0.4848,0.22,0
4,17,5,1,0.5,0.23,0
4,18,5,1,0.4848,0.22,0
4,19,5,1,0.4697,0.23,0
4,20,5,1,0.4545,0.24,0
4,21,5,1,0.4394,0.26,0
4,22,5,1,0.4091,0.35,0
4,23,5,1,0.4242,0.3,0
4,0,6,0,0.4242,0.26,0
4,1,6,0,0.4091,0.28,0
4,2,6,0,0.3333,0.29,0
4,3,6,0,0.3333,0.32,0
4,4,6,0,0.3182,0.36,0
4,5,6,0,0.3182,0.33,0
4,6,6,0,0.3182,0.36,0
4,7,6,0,0.303,0.33,0
4,8,6,0,0.3182,0.34,0
4,9,6,0,0.4091,0.3,0
4,10,6,0,0.4242,0.28,1
4,11,6,0,0.4394,0.24,1
4,12,6,0,0.4545,0.23,1
4,13,6,0,0.4848,0.22,1
4,14,6,0,0.4848,0.22,1
4,15,6,0,0.5,0.19,1
4,16,6,0,0.5152,0.19,1
4,17,6,0,0.5152,0.19,0
4,18,6,0,0.5152,0.18,0
4,19,6,0,0.5152,0.16,0
4,20,6,0,0.4848,0.2,0
4,21,6,0,0.4848,0.2,0
4,22,6,0,0.4697,0.2,0
4,23,6,0,0.4545,0.23,0
4,0,0,0,0.4394,0.24,0
4,1,0,0,0.4394,0.24,0
4,2,0,0,0.4394,0.24,0
4,3,0,0,0.4242,0.26,0
4,4,0,0,0.4091,0.4,0
4,5,0,0,0.3939,0.46,0
4,6,0,0,0.3788,0.37,0
4,7,0,0,0.3939,0.27,0
4,8,0,0,0.4091,0.3,0
4,9,0,0,0.4394,0.26,0
4,10,0,0,0.4848,0.25,1
4,11,0,0,0.4848,0.25,1
4,12,0,0,0.5152,0.24,1
4,13,0,0,0.5455,0.23,1
4,14,0,0,0.5909,0.18,1
4,15,0,0,0.6061,0.17,1
4,16,0,0,0.6061,0.19,1
4,17,0,0,0.6061,0.22,0
4,18,0,0,0.6061,0.25,0
4,19,0,0,0.6061,0.23,0
4,20,0,0,0.5303,0.28,0
4,21,0,0,0.5,0.34,0
4,22,0,0,0.4848,0.36,0
4,23,0,0,0.4848,0.39,0
4,0,1,1,0.4697,0.39,0
4,1,1,1,0.4545,0.41,0
4,2,1,1,0.4545,0.31,0
4,3,1,1,0.4394,0.3,0
4,4,1,1,0.4394,0.24,0
4,5,1,1,0.4394,0.24,0
4,6,1,1,0.4242,0.26,0
4,7,1,1,0.4242,0.28,0
4,8,1,1,0.4394,0.3,0
4,9,1,1,0.4545,0.31,0
4,10,1,1,0.4848,0.27,0
4,11,1,1,0.5,0.27,0
4,12,1,1,0.5152,0.28,0
4,13,1,1,0.5152,0.28,0
4,14,1,1,0.5303,0.28,0
4,15,1,1,0.5455,0.28,0
4,16,1,1,0.5303,0.3,0
4,17,1,1,0.5152,0.32,0
4,18,1,1,0.5152,0.34,0
4,19,1,1,0.5,0.34,0
4,20,1,1,0.4848,0.36,0
4,21,1,1,0.4697,0.41,0
4,22,1,1,0.4545,0.41,0
4,23,1,1,0.4394,0.44,0
4,0,2,1,0.4394,0.47,0
4,1,2,1,0.4242,0.5,0
4,2,2,1,0.3485,0.71,0
4,3,2,1,0.3485,0.71,0
4,4,2,1,0.3333,0.71,0
4,5,2,1,0.3333,0.71,0
4,6,2,1,0.3485,0.71,0
4,7,2,1,0.3485,0.71,0
4,8,2,1,0.3939,0.62,0
4,9,2,1,0.4242,0.67,0
4,10,2,1,0.4545,0.47,0
4,11,2,1,0.4848,0.36,0
4,12,2,1,0.5152,0.22,0
4,13,2,1,0.5,0.23,0
4,14,2,1,0.5152,0.24,0
4,15,2,1,0.5303,0.21,0
4,16,2,1,0.5455,0.21,0
4,17,2,1,0.5303,0.21,0
4,18,2,1,0.5152,0.22,0
4,19,2,1,0.5,0.2,0
4,20,2,1,0.4545,0.28,0
4,21,2,1,0.4394,0.3,0
4,22,2,1,0.4091,0.37,0
4,23,2,1,0.3333,0.4,0
4,0,3,1,0.303,0.36,0
4,1,3,1,0.3182,0.39,0
4,2,3,1,0.303,0.45,0
4,3,3,1,0.2879,0.49,0
4,5,3,1,0.2727,0.56,0
4,6,3,1,0.2879,0.56,0
4,7,3,1,0.2879,0.52,0
4,8,3,1,0.2879,0.49,0
4,9,3,1,0.303,0.49,0
4,10,3,1,0.303,0.49,0
4,11,3,1,0.3939,0.43,0
4,12,3,1,0.3333,0.46,0
4,13,3,1,0.4091,0.4,0
4,14,3,1,0.3485,0.57,0
4,15,3,1,0.3939,0.46,0
4,16,3,1,0.4394,0.33,0
4,17,3,1,0.4242,0.35,0
4,18,3,1,0.4091,0.43,0
4,19,3,1,0.4091,0.4,0
4,20,3,1,0.3333,0.46,0
4,21,3,1,0.303,0.57,0
4,22,3,1,0.303,0.57,0
4,23,3,1,0.303,0.57,0
4,0,4,1,0.303,0.66,0
4,1,4,1,0.303,0.66,0
4,2,4,1,0.303,0.61,0
4,3,4,1,0.303,0.61,0
4,4,4,1,0.2879,0.61,0
4,5,4,1,0.2879,0.61,0
4,6,4,1,0.2879,0.65,0
4,7,4,1,0.2727,0.65,0
4,8,4,1,0.303,0.66,0
4,9,4,1,0.3333,0.57,0
4,10,4,1,0.4091,0.5,0
4,11,4,1,0.4242,0.47,0
4,12,4,1,0.4545,0.41,0
4,13,4,1,0.4697,0.36,0
4,14,4,1,0.4848,0.31,0
4,15,4,1,0.4697,0.31,0
4,16,4,1,0.4697,0.31,0
4,17,4,1,0.4848,0.27,0
4,18,4,1,0.4848,0.27,0
4,19,4,1,0.4545,0.31,0
4,20,4,1,0.4394,0.33,0
4,21,4,1,0.4242,0.35,0
4,22,4,1,0.4242,0.35,0
4,23,4,1,0.4242,0.35,0
4,0,5,1,0.4091,0.37,0
4,1,5,1,0.3485,0.46,0
4,2,5,1,0.3333,0.49,0
4,3,5,1,0.3333,0.61,0
4,4,5,1,0.3333,0.53,0
4,5,5,1,0.3333,0.53,0
4,6,5,1,0.3182,0.57,0
4,7,5,1,0.3182,0.61,0
4,8,5,1,0.3939,0.46,0
4,9,5,1,0.4242,0.41,0
4,10,5,1,0.4394,0.38,0
4,11,5,1,0.4545,0.36,0
4,12,5,1,0.4848,0.31,0
4,13,5,1,0.5,0.27,0
4,14,5,1,0.5,0.27,0
4,15,5,1,0.5152,0.28,0
4,16,5,1,0.5303,0.26,0
4,17,5,1,0.5303,0.24,0
4,18,5,1,0.5152,0.26,0
4,19,5,1,0.5152,0.24,0
4,20,5,1,0.4848,0.29,0
4,21,5,1,0.4848,0.36,0
4,22,5,1,0.4394,0.62,0
4,23,5,1,0.4242,0.62,0
4,0,6,0,0.4091,0.58,0
4,1,6,0,0.4091,0.58,0
4,2,6,0,0.3939,0.66,0
4,3,6,0,0.3636,0.66,0
4,4,6,0,0.3636,0.71,0
4,5,6,0,0.3636,0.66,0
4,6,6,0,0.3333,0.76,0
4,7,6,0,0.3636,0.71,0
4,8,6,0,0.3485,0.71,0
4,9,6,0,0.4242,0.54,0
4,10,6,0,0.4545,0.51,1
4,11,6,0,0.5,0.45,1
4,12,6,0,0.5455,0.35,1
4,13,6,0,0.6212,0.33,1
4,14,6,0,0.6212,0.27,1
4,15,6,0,0.6212,0.27,1
4,16,6,0,0.6212,0.27,1
4,17,6,0,0.6212,0.33,0
4,18,6,0,0.6212,0.35,0
4,19,6,0,0.6212,0.4,0
4,20,6,0,0.5303,0.46,0
4,21,6,0,0.5303,0.43,0
4,22,6,0,0.5152,0.52,0
4,23,6,0,0.5152,0.56,0
4,0,0,0,0.5152,0.56,0
4,1,0,0,0.5152,0.56,0
4,2,0,0,0.5152,0.56,0
4,3,0,0,0.5,0.59,0
4,4,0,0,0.5152,0.52,0
4,5,0,0,0.4848,0.68,0
4,6,0,0,0.4848,0.63,0
4,7,0,0,0.4848,0.63,0
4,8,0,0,0.5,0.59,0
4,9,0,0,0.5152,0.56,0
4,10,0,0,0.5455,0.53,1
4,11,0,0,0.6212,0.46,1
4,12,0,0,0.6212,0.44,1
4,13,0,0,0.6212,0.44,1
4,14,0,0,0.6364,0.39,1
4,15,0,0,0.6364,0.39,1
4,16,0,0,0.6515,0.39,1
4,17,0,0,0.6364,0.42,0
4,18,0,0,0.6364,0.42,0
4,19,0,0,0.6364,0.42,0
4,20,0,0,0.6212,0.5,0
4,21,0,0,0.6212,0.57,0
4,22,0,0,0.6364,0.44,0
4,23,0,0,0.6212,0.5,0
4,0,1,0,0.6212,0.53,0
4,1,1,0,0.6061,0.61,0
4,2,1,0,0.6061,0.64,0
4,3,1,0,0.5455,0.68,0
4,4,1,0,0.5152,0.77,0
4,5,1,0,0.5152,0.77,0
4,6,1,0,0.5,0.83,0
4,7,1,0,0.5,0.83,0
4,8,1,0,0.5303,0.83,0
4,9,1,0,0.6061,0.69,0
4,10,1,0,0.6061,0.69,1
4,11,1,0,0.6061,0.65,1
4,12,1,0,0.6364,0.57,1
4,13,1,0,0.6667,0.45,1
4,14,1,0,0.6818,0.45,1
4,15,1,0,0.697,0.33,1
4,16,1,0,0.697,0.33,1
4,17,1,0,0.697,0.33,0
4,18,1,0,0.697,0.31,0
4,19,1,0,0.6667,0.35,0
4,20,1,0,0.6515,0.37,0
4,21,1,0,0.6364,0.51,0
4,22,1,0,0.6364,0.51,0
4,23,1,0,0.6364,0.45,0
4,0,2,1,0.6212,0.54,0
4,1,2,1,0.6212,0.57,0
4,2,2,1,0.5303,0.83,0
4,3,2,1,0.5303,0.83,0
4,4,2,1,0.6212,0.44,0
4,5,2,1,0.6212,0.53,0
4,6,2,1,0.6212,0.46,0
4,7,2,1,0.6212,0.43,0
4,8,2,1,0.6212,0.43,0
4,9,2,1,0.6212,0.38,0
4,10,2,1,0.6212,0.38,0
4,11,2,1,0.6212,0.33,0
4,12,2,1,0.6212,0.33,0
4,13,2,1,0.6212,0.29,0
4,14,2,1,0.6212,0.27,0
4,15,2,1,0.6212,0.24,0
4,16,2,1,0.6212,0.22,0
4,17,2,1,0.6061,0.25,0
4,18,2,1,0.6061,0.25,0
4,19,2,1,0.6061,0.26,0
4,20,2,1,0.6061,0.23,0
4,21,2,1,0.5303,0.26,0
4,22,2,1,0.5152,0.3,0
4,23,2,1,0.5152,0.32,0
4,0,3,1,0.5152,0.32,0
4,1,3,1,0.5,0.34,0
4,2,3,1,0.4848,0.42,0
4,3,3,1,0.4848,0.42,0
4,4,3,1,0.4848,0.42,0
4,5,3,1,0.4848,0.39,0
4,6,3,1,0.4848,0.39,0
4,7,3,1,0.4848,0.39,0
4,8,3,1,0.4848,0.39,0
4,9,3,1,0.4697,0.44,0
4,10,3,1,0.4697,0.47,0
4,11,3,1,0.4545,0.47,0
4,12,3,1,0.4545,0.51,0
4,13,3,1,0.4545,0.59,0
4,14,3,1,0.4394,0.72,0
4,15,3,1,0.4242,0.77,0
4,16,3,1,0.4242,0.77,0
4,17,3,1,0.4242,0.77,0
4,18,3,1,0.4242,0.77,0
4,19,3,1,0.4242,0.77,0
4,20,3,1,0.4242,0.77,0
4,21,3,1,0.4242,0.82,0
4,22,3,1,0.4242,0.77,0
4,23,3,1,0.4242,0.77,0
4,0,4,1,0.4242,0.77,0
4,1,4,1,0.4242,0.77,0
4,2,4,1,0.4242,0.77,0
4,3,4,1,0.4242,0.77,0
4,4,4,1,0.4242,0.71,0
4,5,4,1,0.4091,0.82,0
4,6,4,1,0.4091,0.82,0
4,7,4,1,0.4091,0.82,0
4,8,4,1,0.4242,0.82,0
4,9,4,1,0.4545,0.72,0
4,10,4,1,0.4697,0.63,0
4,11,4,1,0.5,0.48,0
4,12,4,1,0.5152,0.49,0
4,13,4,1,0.5303,0.46,0
4,14,4,1,0.5455,0.43,0
4,15,4,1,0.6212,0.43,0
4,16,4,1,0.6212,0.41,0
4,17,4,1,0.6212,0.43,0
4,18,4,1,0.6212,0.43,0
4,19,4,1,0.5455,0.46,0
4,20,4,1,0.5303,0.49,0
4,21,4,1,0.5,0.55,0
4,22,4,1,0.5,0.59,0
4,23,4,1,0.4848,0.63,0
4,0,5,1,0.4697,0.67,0
4,1,5,1,0.4545,0.82,0
4,2,5,1,0.4394,0.88,0
4,3,5,1,0.4394,0.88,0
4,4,5,1,0.4242,0.94,0
4,5,5,1,0.4242,0.94,0
4,6,5,1,0.4242,0.88,0
4,7,5,1,0.4242,0.94,0
4,8,5,1,0.4394,0.94,0
4,9,5,1,0.4545,0.88,0
4,10,5,1,0.4848,0.77,0
4,11,5,1,0.5152,0.68,0
4,12,5,1,0.5455,0.53,0
4,13,5,1,0.6212,0.43,0
4,14,5,1,0.6212,0.44,0
4,15,5,1,0.6212,0.47,0
4,16,5,1,0.6212,0.44,0
4,17,5,1,0.6212,0.47,0
4,18,5,1,0.6212,0.5,0
4,19,5,1,0.6212,0.53,0
4,20,5,1,0.5455,0.56,0
4,21,5,1,0.5303,0.68,0
4,22,5,1,0.5152,0.68,0
4,23,5,1,0.5,0.72,0
4,0,6,0,0.5,0.77,0
4,1,6,0,0.5,0.77,0
4,2,6,0,0.5,0.77,0
4,3,6,0,0.4848,0.82,0
4,4,6,0,0.4848,0.82,0
4,5,6,0,0.4848,0.82,0
4,6,6,0,0.4848,0.82,0
4,7,6,0,0.4848,0.82,0
4,8,6,0,0.5,0.81,0
4,9,6,0,0.5152,0.77,0
4,10,6,0,0.6061,0.64,1
4,11,6,0,0.6061,0.61,1
4,12,6,0,0.6212,0.57,1
4,13,6,0,0.6212,0.54,1
4,14,6,0,0.6364,0.45,1
4,15,6,0,0.6515,0.39,1
4,16,6,0,0.6364,0.42,1
4,17,6,0,0.6515,0.3,0
4,18,6,0,0.6364,0.47,0
4,19,6,0,0.5303,0.73,0
4,20,6,0,0.4848,0.82,0
4,21,6,0,0.4848,0.82,0
4,22,6,0,0.4697,0.82,0
4,23,6,0,0.4545,0.82,0
4,0,0,0,0.4545,0.82,0
4,1,0,0,0.4545,0.82,0
4,2,0,0,0.4545,0.72,0
4,3,0,0,0.4394,0.82,0
4,4,0,0,0.4394,0.77,0
4,5,0,0,0.4394,0.77,0
4,6,0,0,0.4394,0.72,0
4,7,0,0,0.4242,0.77,0
4,8,0,0,0.4091,0.82,0
4,9,0,0,0.4091,0.82,0
4,10,0,0,0.3939,0.82,1
4,11,0,0,0.3939,0.87,1
4,12,0,0,0.3939,0.87,1
4,13,0,0,0.3939,0.82,1
4,14,0,0,0.3939,0.87,1
4,15,0,0,0.3939,0.87,1
4,16,0,0,0.3939,0.87,1
4,17,0,0,0.3182,0.93,0
4,18,0,0,0.3182,0.93,0
4,19,0,0,0.3182,0.87,0
4,20,0,0,0.3333,0.93,0
4,21,0,0,0.3333,0.87,0
4,22,0,0,0.2879,0.87,0
4,23,0,0,0.3182,0.81,0
4,0,1,1,0.3333,0.81,0
4,1,1,1,0.303,0.87,0
4,2,1,1,0.303,0.87,0
4,3,1,1,0.303,0.81,0
4,4,1,1,0.2879,0.81,0
4,5,1,1,0.2879,0.81,0
4,6,1,1,0.2727,0.81,0
4,7,1,1,0.2879,0.81,0
4,8,1,1,0.2727,0.75,0
4,9,1,1,0.2727,0.75,0
4,10,1,1,0.303,0.7,0
4,11,1,1,0.2879,0.7,0
4,12,1,1,0.303,0.71,0
4,13,1,1,0.303,0.66,0
4,14,1,1,0.3182,0.62,0
4,15,1,1,0.3333,0.62,0
4,16,1,1,0.2727,0.81,0
4,17,1,1,0.2727,0.82,0
4,18,1,1,0.3333,0.81,0
4,19,1,1,0.3182,0.76,0
4,20,1,1,0.3182,0.76,0
4,21,1,1,0.303,0.81,0
4,22,1,1,0.3182,0.76,0
4,23,1,1,0.3182,0.76,0
4,0,2,1,0.3333,0.76,0
4,1,2,1,0.3333,0.81,0
4,2,2,1,0.3182,0.81,0
4,3,2,1,0.303,0.81,0
4,4,2,1,0.2879,0.7,0
4,5,2,1,0.2879,0.7,0
4,6,2,1,0.2879,0.7,0
4,7,2,1,0.303,0.66,0
4,8,2,1,0.3182,0.61,0
4,9,2,1,0.4091,0.47,0
4,10,2,1,0.4242,0.47,0
4,11,2,1,0.4545,0.31,0
4,12,2,1,0.4697,0.29,0
4,13,2,1,0.4848,0.29,0
4,14,2,1,0.4848,0.25,0
4,15,2,1,0.4848,0.23,0
4,16,2,1,0.4848,0.23,0
4,17,2,1,0.5,0.22,0
